# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1975-10-04;--:--;    685.000
1975-10-05;--:--;    600.000
1975-10-06;--:--;    560.000
1975-10-07;--:--;    585.000
1975-10-08;--:--;    590.000
1975-10-09;--:--;    575.000
1975-10-10;--:--;    545.000
1975-10-11;--:--;    510.000
1975-10-12;--:--;    475.000
1975-10-13;--:--;    439.000
1975-10-14;--:--;    412.000
1975-10-15;--:--;    412.000
1975-10-16;--:--;    412.000
1975-10-17;--:--;    412.000
1975-10-18;--:--;    409.000
1975-10-19;--:--;    395.000
1975-10-20;--:--;    409.000
1975-10-21;--:--;    412.000
1975-10-22;--:--;    415.000
1975-10-23;--:--;    415.000
1975-10-24;--:--;    406.000
1975-10-25;--:--;    424.000
1975-10-26;--:--;    433.000
1975-10-27;--:--;    424.000
1975-10-28;--:--;    415.000
1975-10-29;--:--;    409.000
1975-10-30;--:--;    400.000
1975-10-31;--:--;    384.000
1975-11-01;--:--;    374.000
1975-11-02;--:--;    366.000
1975-11-03;--:--;    358.000
1975-11-04;--:--;    366.000
1975-11-05;--:--;    358.000
1975-11-06;--:--;    363.000
1975-11-07;--:--;    363.000
1975-11-08;--:--;    368.000
1975-11-09;--:--;    363.000
1975-11-10;--:--;    360.000
1975-11-11;--:--;    371.000
1975-11-12;--:--;    374.000
1975-11-13;--:--;    376.000
1975-11-14;--:--;    395.000
1975-11-15;--:--;    418.000
1975-11-16;--:--;    442.000
1975-11-17;--:--;    475.000
1975-11-18;--:--;    595.000
1975-11-19;--:--;    735.000
1975-11-20;--:--;    865.000
1975-11-21;--:--;    965.000
1975-11-22;--:--;   1150.000
1975-11-23;--:--;   1150.000
1975-11-24;--:--;   1490.000
1975-11-25;--:--;   1560.000
1975-11-26;--:--;   1600.000
1975-11-27;--:--;   1580.000
1975-11-28;--:--;   1500.000
1975-11-29;--:--;   1430.000
1975-11-30;--:--;   1390.000
1975-12-01;--:--;   1410.000
1975-12-02;--:--;   1530.000
1975-12-03;--:--;   1590.000
1975-12-04;--:--;   1750.000
1975-12-05;--:--;   1960.000
1975-12-06;--:--;   2030.000
1975-12-07;--:--;   1940.000
1975-12-08;--:--;   1820.000
1975-12-09;--:--;   1670.000
1975-12-10;--:--;   1530.000
1975-12-11;--:--;   1380.000
1975-12-12;--:--;   1270.000
1975-12-13;--:--;   1170.000
1975-12-14;--:--;   1110.000
1975-12-15;--:--;   1060.000
1975-12-16;--:--;   1010.000
1975-12-17;--:--;    970.000
1975-12-18;--:--;    960.000
1975-12-19;--:--;    975.000
1975-12-20;--:--;   1000.000
1975-12-21;--:--;    985.000
1975-12-22;--:--;   1060.000
1975-12-23;--:--;   1060.000
1975-12-24;--:--;   1090.000
1975-12-25;--:--;   1000.000
1975-12-26;--:--;    930.000
1975-12-27;--:--;    885.000
1975-12-28;--:--;    865.000
1975-12-29;--:--;    885.000
1975-12-30;--:--;    870.000
1975-12-31;--:--;    850.000
1976-01-01;--:--;    875.000
1976-01-02;--:--;    880.000
1976-01-03;--:--;    865.000
1976-01-04;--:--;    845.000
1976-01-05;--:--;    820.000
1976-01-06;--:--;    805.000
1976-01-07;--:--;    785.000
1976-01-08;--:--;    755.000
1976-01-09;--:--;    750.000
1976-01-10;--:--;    730.000
1976-01-11;--:--;    715.000
1976-01-12;--:--;    710.000
1976-01-13;--:--;    700.000
1976-01-14;--:--;    685.000
1976-01-15;--:--;    680.000
1976-01-16;--:--;    349.000
1976-01-17;--:--;    680.000
1976-01-18;--:--;    665.000
1976-01-19;--:--;    665.000
1976-01-20;--:--;    665.000
1976-01-21;--:--;    655.000
1976-01-22;--:--;    655.000
1976-01-23;--:--;    655.000
1976-01-24;--:--;    625.000
1976-01-25;--:--;    630.000
1976-01-26;--:--;    655.000
1976-01-27;--:--;    675.000
1976-01-28;--:--;    700.000
1976-01-29;--:--;    750.000
1976-01-30;--:--;    790.000
1976-01-31;--:--;    790.000
1976-02-01;--:--;    765.000
1976-02-02;--:--;    765.000
1976-02-03;--:--;    755.000
1976-02-04;--:--;    760.000
1976-02-05;--:--;    795.000
1976-02-06;--:--;    880.000
1976-02-07;--:--;    995.000
1976-02-08;--:--;   1050.000
1976-02-09;--:--;   1010.000
1976-02-10;--:--;   1040.000
1976-02-11;--:--;   1090.000
1976-02-12;--:--;   1140.000
1976-02-13;--:--;   1230.000
1976-02-14;--:--;   1430.000
1976-02-15;--:--;   1820.000
1976-02-16;--:--;   2070.000
1976-02-17;--:--;   2260.000
1976-02-18;--:--;   2380.000
1976-02-19;--:--;   2480.000
1976-02-20;--:--;   2490.000
1976-02-21;--:--;   2300.000
1976-02-22;--:--;   2010.000
1976-02-23;--:--;   2010.000
1976-02-24;--:--;   1630.000
1976-02-25;--:--;   1500.000
1976-02-26;--:--;   1420.000
1976-02-27;--:--;   1360.000
1976-02-28;--:--;   1290.000
1976-02-29;--:--;   1230.000
1976-03-01;--:--;   1170.000
1976-03-02;--:--;   1100.000
1976-03-03;--:--;   1050.000
1976-03-04;--:--;   1000.000
1976-03-05;--:--;    965.000
1976-03-06;--:--;    920.000
1976-03-07;--:--;    880.000
1976-03-08;--:--;    845.000
1976-03-09;--:--;    820.000
1976-03-10;--:--;    785.000
1976-03-11;--:--;    770.000
1976-03-12;--:--;    760.000
1976-03-13;--:--;    740.000
1976-03-14;--:--;    740.000
1976-03-15;--:--;    770.000
1976-03-16;--:--;    785.000
1976-03-17;--:--;    790.000
1976-03-18;--:--;    785.000
1976-03-19;--:--;    785.000
1976-03-20;--:--;    785.000
1976-03-21;--:--;    760.000
1976-03-22;--:--;    755.000
1976-03-23;--:--;    755.000
1976-03-24;--:--;    690.000
1976-03-25;--:--;    700.000
1976-03-26;--:--;    710.000
1976-03-27;--:--;    690.000
1976-03-28;--:--;    670.000
1976-03-29;--:--;    655.000
1976-03-30;--:--;    635.000
1976-03-31;--:--;    610.000
1976-04-01;--:--;    595.000
1976-04-02;--:--;    580.000
1976-04-03;--:--;    565.000
1976-04-04;--:--;    550.000
1976-04-05;--:--;    545.000
1976-04-06;--:--;    545.000
1976-04-07;--:--;    560.000
1976-04-08;--:--;    570.000
1976-04-09;--:--;    545.000
1976-04-10;--:--;    530.000
1976-04-11;--:--;    505.000
1976-04-12;--:--;    493.000
1976-04-13;--:--;    481.000
1976-04-14;--:--;    481.000
1976-04-15;--:--;    477.000
1976-04-16;--:--;    471.000
1976-04-17;--:--;    468.000
1976-04-18;--:--;    461.000
1976-04-19;--:--;    468.000
1976-04-20;--:--;    468.000
1976-04-21;--:--;    458.000
1976-04-22;--:--;    439.000
1976-04-23;--:--;    439.000
1976-04-24;--:--;    417.000
1976-04-25;--:--;    436.000
1976-04-26;--:--;    420.000
1976-04-27;--:--;    408.000
1976-04-28;--:--;    391.000
1976-04-29;--:--;    399.000
1976-04-30;--:--;    402.000
1976-05-01;--:--;    408.000
1976-05-02;--:--;    420.000
1976-05-03;--:--;    433.000
1976-05-04;--:--;    433.000
1976-05-05;--:--;    442.000
1976-05-06;--:--;    445.000
1976-05-07;--:--;    429.000
1976-05-08;--:--;    408.000
1976-05-09;--:--;    379.000
1976-05-10;--:--;    365.000
1976-05-11;--:--;    362.000
1976-05-12;--:--;    377.000
1976-05-13;--:--;    525.000
1976-05-14;--:--;    520.000
1976-05-15;--:--;    474.000
1976-05-16;--:--;    436.000
1976-05-17;--:--;    445.000
1976-05-18;--:--;    461.000
1976-05-19;--:--;    452.000
1976-05-20;--:--;    436.000
1976-05-21;--:--;    414.000
1976-05-22;--:--;    399.000
1976-05-23;--:--;    399.000
1976-05-24;--:--;    374.000
1976-05-25;--:--;    377.000
1976-05-26;--:--;    354.000
1976-05-27;--:--;    349.000
1976-05-28;--:--;    341.000
1976-05-29;--:--;    328.000
1976-05-30;--:--;    299.000
1976-05-31;--:--;    285.000
1976-06-01;--:--;    280.000
1976-06-02;--:--;    278.000
1976-06-03;--:--;    254.000
1976-06-04;--:--;    250.000
1976-06-05;--:--;    250.000
1976-06-06;--:--;    239.000
1976-06-07;--:--;    232.000
1976-06-08;--:--;    226.000
1976-06-09;--:--;    217.000
1976-06-10;--:--;    209.000
1976-06-11;--:--;    201.000
1976-06-12;--:--;    191.000
1976-06-13;--:--;    191.000
1976-06-14;--:--;    197.000
1976-06-15;--:--;    187.000
1976-06-16;--:--;    177.000
1976-06-17;--:--;    169.000
1976-06-18;--:--;    158.000
1976-06-19;--:--;    155.000
1976-06-20;--:--;    151.000
1976-06-21;--:--;    140.000
1976-06-22;--:--;    132.000
1976-06-23;--:--;    132.000
1976-06-24;--:--;    126.000
1976-06-25;--:--;    127.000
1976-06-26;--:--;    124.000
1976-06-27;--:--;    121.000
1976-06-28;--:--;    116.000
1976-06-29;--:--;    113.000
1976-06-30;--:--;    112.000
1976-07-01;--:--;    110.000
1976-07-02;--:--;    106.000
1976-07-03;--:--;    107.000
1976-07-04;--:--;    109.000
1976-07-05;--:--;    106.000
1976-07-06;--:--;    115.000
1976-07-07;--:--;    109.000
1976-07-08;--:--;    104.000
1976-07-09;--:--;    109.000
1976-07-10;--:--;    109.000
1976-07-11;--:--;    116.000
1976-07-12;--:--;    113.000
1976-07-13;--:--;    113.000
1976-07-14;--:--;    113.000
1976-07-15;--:--;    107.000
1976-07-16;--:--;    113.000
1976-07-17;--:--;    109.000
1976-07-18;--:--;    109.000
1976-07-19;--:--;    115.000
1976-07-20;--:--;    121.000
1976-07-21;--:--;    127.000
1976-07-22;--:--;    124.000
1976-07-23;--:--;    124.000
1976-07-24;--:--;    125.000
1976-07-25;--:--;    119.000
1976-07-26;--:--;    119.000
1976-07-27;--:--;    112.000
1976-07-28;--:--;    109.000
1976-07-29;--:--;    104.000
1976-07-30;--:--;    104.000
1976-07-31;--:--;    104.000
1976-08-01;--:--;    104.000
1976-08-02;--:--;     99.000
1976-08-03;--:--;     93.000
1976-08-04;--:--;     93.000
1976-08-05;--:--;     92.000
1976-08-06;--:--;     92.000
1976-08-07;--:--;     88.000
1976-08-08;--:--;     87.000
1976-08-09;--:--;     84.000
1976-08-10;--:--;     83.000
1976-08-11;--:--;     81.000
1976-08-12;--:--;     83.000
1976-08-13;--:--;     84.000
1976-08-14;--:--;     80.000
1976-08-15;--:--;     80.000
1976-08-16;--:--;     80.000
1976-08-17;--:--;     78.000
1976-08-18;--:--;     80.000
1976-08-19;--:--;     77.000
1976-08-20;--:--;     77.000
1976-08-21;--:--;     78.000
1976-08-22;--:--;     73.000
1976-08-23;--:--;     73.000
1976-08-24;--:--;     74.000
1976-08-25;--:--;     75.000
1976-08-26;--:--;     78.000
1976-08-27;--:--;     80.000
1976-08-28;--:--;     81.000
1976-08-29;--:--;     83.000
1976-08-30;--:--;     83.000
1976-08-31;--:--;     84.000
1976-09-01;--:--;     89.000
1976-09-02;--:--;     88.000
1976-09-03;--:--;     89.000
1976-09-04;--:--;     92.000
1976-09-05;--:--;     93.000
1976-09-06;--:--;     93.000
1976-09-07;--:--;    100.000
1976-09-08;--:--;    101.000
1976-09-09;--:--;    107.000
1976-09-10;--:--;    115.000
1976-09-11;--:--;    132.000
1976-09-12;--:--;    145.000
1976-09-13;--:--;    143.000
1976-09-14;--:--;    150.000
1976-09-15;--:--;    164.000
1976-09-16;--:--;    162.000
1976-09-17;--:--;    162.000
1976-09-18;--:--;    158.000
1976-09-19;--:--;    181.000
1976-09-20;--:--;    219.000
1976-09-21;--:--;    278.000
1976-09-22;--:--;    322.000
1976-09-23;--:--;    322.000
1976-09-24;--:--;    371.000
1976-09-25;--:--;    368.000
1976-09-26;--:--;    374.000
1976-09-27;--:--;    349.000
1976-09-28;--:--;    333.000
1976-09-29;--:--;    309.000
1976-09-30;--:--;    299.000
1976-10-01;--:--;    271.000
1976-10-02;--:--;    256.000
1976-10-03;--:--;    243.000
1976-10-04;--:--;    241.000
1976-10-05;--:--;    243.000
1976-10-06;--:--;    273.000
1976-10-07;--:--;    290.000
1976-10-08;--:--;    325.000
1976-10-09;--:--;    352.000
1976-10-10;--:--;    346.000
1976-10-11;--:--;    325.000
1976-10-12;--:--;    314.000
1976-10-13;--:--;    325.000
1976-10-14;--:--;    333.000
1976-10-15;--:--;    328.000
1976-10-16;--:--;    325.000
1976-10-17;--:--;    328.000
1976-10-18;--:--;    344.000
1976-10-19;--:--;    377.000
1976-10-20;--:--;    471.000
1976-10-21;--:--;    530.000
1976-10-22;--:--;    580.000
1976-10-23;--:--;    580.000
1976-10-24;--:--;    585.000
1976-10-25;--:--;    570.000
1976-10-26;--:--;    565.000
1976-10-27;--:--;    530.000
1976-10-28;--:--;    525.000
1976-10-29;--:--;    550.000
1976-10-30;--:--;    555.000
1976-10-31;--:--;    580.000
1976-11-01;--:--;    885.000
1976-11-02;--:--;   1170.000
1976-11-03;--:--;   1280.000
1976-11-04;--:--;   1380.000
1976-11-05;--:--;   1620.000
1976-11-06;--:--;   1870.000
1976-11-07;--:--;   1930.000
1976-11-08;--:--;   1950.000
1976-11-09;--:--;   2030.000
1976-11-10;--:--;   2050.000
1976-11-11;--:--;   1930.000
1976-11-12;--:--;   1860.000
1976-11-13;--:--;   1870.000
1976-11-14;--:--;   1870.000
1976-11-15;--:--;   2010.000
1976-11-16;--:--;   2180.000
1976-11-17;--:--;   2330.000
1976-11-18;--:--;   2490.000
1976-11-19;--:--;   2560.000
1976-11-20;--:--;   2330.000
1976-11-21;--:--;   1940.000
1976-11-22;--:--;   1660.000
1976-11-23;--:--;   1660.000
1976-11-24;--:--;   1310.000
1976-11-25;--:--;   1200.000
1976-11-26;--:--;   1110.000
1976-11-27;--:--;   1040.000
1976-11-28;--:--;   1000.000
1976-11-29;--:--;    960.000
1976-11-30;--:--;    940.000
1976-12-01;--:--;   1000.000
1976-12-02;--:--;   1180.000
1976-12-03;--:--;   1590.000
1976-12-04;--:--;   1860.000
1976-12-05;--:--;   2150.000
1976-12-06;--:--;   2310.000
1976-12-07;--:--;   2470.000
1976-12-08;--:--;   2640.000
1976-12-09;--:--;   2760.000
1976-12-10;--:--;   2890.000
1976-12-11;--:--;   2940.000
1976-12-12;--:--;   2900.000
1976-12-13;--:--;   2910.000
1976-12-14;--:--;   2890.000
1976-12-15;--:--;   2860.000
1976-12-16;--:--;   2810.000
1976-12-17;--:--;   2670.000
1976-12-18;--:--;   2390.000
1976-12-19;--:--;   2080.000
1976-12-20;--:--;   1820.000
1976-12-21;--:--;   1660.000
1976-12-22;--:--;   1600.000
1976-12-23;--:--;   1600.000
1976-12-24;--:--;   1590.000
1976-12-25;--:--;   1580.000
1976-12-26;--:--;   1530.000
1976-12-27;--:--;   1440.000
1976-12-28;--:--;   1340.000
1976-12-29;--:--;   1240.000
1976-12-30;--:--;   1160.000
1976-12-31;--:--;   1100.000
1977-01-01;--:--;   1010.000
1977-01-02;--:--;   1000.000
1977-01-03;--:--;    980.000
1977-01-04;--:--;    985.000
1977-01-05;--:--;   1010.000
1977-01-06;--:--;   1110.000
1977-01-07;--:--;   1150.000
1977-01-08;--:--;   1100.000
1977-01-09;--:--;   1030.000
1977-01-10;--:--;    985.000
1977-01-11;--:--;    980.000
1977-01-12;--:--;    990.000
1977-01-13;--:--;    970.000
1977-01-14;--:--;    970.000
1977-01-15;--:--;   1080.000
1977-01-16;--:--;   1220.000
1977-01-17;--:--;   1220.000
1977-01-18;--:--;   1130.000
1977-01-19;--:--;   1040.000
1977-01-20;--:--;   1010.000
1977-01-21;--:--;   1030.000
1977-01-22;--:--;   1000.000
1977-01-23;--:--;   1000.000
1977-01-24;--:--;    950.000
1977-01-25;--:--;    975.000
1977-01-26;--:--;   1150.000
1977-01-27;--:--;   1590.000
1977-01-28;--:--;   2110.000
1977-01-29;--:--;   2400.000
1977-01-30;--:--;   2640.000
1977-01-31;--:--;   2800.000
1977-02-01;--:--;   2830.000
1977-02-02;--:--;   2770.000
1977-02-03;--:--;   2720.000
1977-02-04;--:--;   2700.000
1977-02-05;--:--;   2670.000
1977-02-06;--:--;   2730.000
1977-02-07;--:--;   2850.000
1977-02-08;--:--;   2990.000
1977-02-09;--:--;   3140.000
1977-02-10;--:--;   3280.000
1977-02-11;--:--;   3610.000
1977-02-12;--:--;   3950.000
1977-02-13;--:--;   4280.000
1977-02-14;--:--;   4550.000
1977-02-15;--:--;   4720.000
1977-02-16;--:--;   4720.000
1977-02-17;--:--;   4730.000
1977-02-18;--:--;   4730.000
1977-02-19;--:--;   4740.000
1977-02-20;--:--;   4810.000
1977-02-21;--:--;   4960.000
1977-02-22;--:--;   5250.000
1977-02-23;--:--;   5250.000
1977-02-24;--:--;   5750.000
1977-02-25;--:--;   5550.000
1977-02-26;--:--;   5300.000
1977-02-27;--:--;   4980.000
1977-02-28;--:--;   4550.000
1977-03-01;--:--;   4000.000
1977-03-02;--:--;   3570.000
1977-03-03;--:--;   3180.000
1977-03-04;--:--;   2860.000
1977-03-05;--:--;   2590.000
1977-03-06;--:--;   2350.000
1977-03-07;--:--;   2150.000
1977-03-08;--:--;   1980.000
1977-03-09;--:--;   1780.000
1977-03-10;--:--;   1630.000
1977-03-11;--:--;   1510.000
1977-03-12;--:--;   1440.000
1977-03-13;--:--;   1420.000
1977-03-14;--:--;   1450.000
1977-03-15;--:--;   1480.000
1977-03-16;--:--;   1490.000
1977-03-17;--:--;   1420.000
1977-03-18;--:--;   1360.000
1977-03-19;--:--;   1310.000
1977-03-20;--:--;   1280.000
1977-03-21;--:--;   1290.000
1977-03-22;--:--;   1340.000
1977-03-23;--:--;   1340.000
1977-03-24;--:--;   1400.000
1977-03-25;--:--;   1380.000
1977-03-26;--:--;   1380.000
1977-03-27;--:--;   1470.000
1977-03-28;--:--;   1750.000
1977-03-29;--:--;   1900.000
1977-03-30;--:--;   1920.000
1977-03-31;--:--;   1850.000
1977-04-01;--:--;   1750.000
1977-04-02;--:--;   1720.000
1977-04-03;--:--;   1730.000
1977-04-04;--:--;   1880.000
1977-04-05;--:--;   2070.000
1977-04-06;--:--;   2090.000
1977-04-07;--:--;   2090.000
1977-04-08;--:--;   1970.000
1977-04-09;--:--;   1830.000
1977-04-10;--:--;   1690.000
1977-04-11;--:--;   1570.000
1977-04-12;--:--;   1460.000
1977-04-13;--:--;   1390.000
1977-04-14;--:--;   1370.000
1977-04-15;--:--;   1330.000
1977-04-16;--:--;   1290.000
1977-04-17;--:--;   1230.000
1977-04-18;--:--;   1220.000
1977-04-19;--:--;   1220.000
1977-04-20;--:--;   1200.000
1977-04-21;--:--;   1190.000
1977-04-22;--:--;   1150.000
1977-04-23;--:--;   1150.000
1977-04-24;--:--;   1040.000
1977-04-25;--:--;   1010.000
1977-04-26;--:--;    955.000
1977-04-27;--:--;    925.000
1977-04-28;--:--;    910.000
1977-04-29;--:--;    870.000
1977-04-30;--:--;    845.000
1977-05-01;--:--;    820.000
1977-05-02;--:--;    815.000
1977-05-03;--:--;    805.000
1977-05-04;--:--;    800.000
1977-05-05;--:--;    795.000
1977-05-06;--:--;    845.000
1977-05-07;--:--;    930.000
1977-05-08;--:--;   1120.000
1977-05-09;--:--;   1510.000
1977-05-10;--:--;   1790.000
1977-05-11;--:--;   1810.000
1977-05-12;--:--;   1720.000
1977-05-13;--:--;   1630.000
1977-05-14;--:--;   1570.000
1977-05-15;--:--;   1510.000
1977-05-16;--:--;   1460.000
1977-05-17;--:--;   1420.000
1977-05-18;--:--;   1380.000
1977-05-19;--:--;   1290.000
1977-05-20;--:--;   1230.000
1977-05-21;--:--;   1230.000
1977-05-22;--:--;   1420.000
1977-05-23;--:--;   1420.000
1977-05-24;--:--;   1730.000
1977-05-25;--:--;   1880.000
1977-05-26;--:--;   2000.000
1977-05-27;--:--;   2100.000
1977-05-28;--:--;   2140.000
1977-05-29;--:--;   2260.000
1977-05-30;--:--;   2470.000
1977-05-31;--:--;   2770.000
1977-06-01;--:--;   3090.000
1977-06-02;--:--;   3340.000
1977-06-03;--:--;   3580.000
1977-06-04;--:--;   3500.000
1977-06-05;--:--;   2850.000
1977-06-06;--:--;   2240.000
1977-06-07;--:--;   1820.000
1977-06-08;--:--;   1510.000
1977-06-09;--:--;   1280.000
1977-06-10;--:--;   1140.000
1977-06-11;--:--;   1100.000
1977-06-12;--:--;   1170.000
1977-06-13;--:--;   1480.000
1977-06-14;--:--;   1770.000
1977-06-15;--:--;   1930.000
1977-06-16;--:--;   1930.000
1977-06-17;--:--;   1800.000
1977-06-18;--:--;   1650.000
1977-06-19;--:--;   1480.000
1977-06-20;--:--;   1370.000
1977-06-21;--:--;   1350.000
1977-06-22;--:--;   1250.000
1977-06-23;--:--;   1250.000
1977-06-24;--:--;   1340.000
1977-06-25;--:--;   1270.000
1977-06-26;--:--;   1380.000
1977-06-27;--:--;   1540.000
1977-06-28;--:--;   1800.000
1977-06-29;--:--;   1890.000
1977-06-30;--:--;   1710.000
1977-07-01;--:--;   1480.000
1977-07-02;--:--;   1310.000
1977-07-03;--:--;   1170.000
1977-07-04;--:--;   1130.000
1977-07-05;--:--;   1140.000
1977-07-06;--:--;   1110.000
1977-07-07;--:--;   1040.000
1977-07-08;--:--;   1070.000
1977-07-09;--:--;   1110.000
1977-07-10;--:--;   1120.000
1977-07-11;--:--;   1070.000
1977-07-12;--:--;   1080.000
1977-07-13;--:--;   1050.000
1977-07-14;--:--;   1020.000
1977-07-15;--:--;    955.000
1977-07-16;--:--;    885.000
1977-07-17;--:--;    815.000
1977-07-18;--:--;    805.000
1977-07-19;--:--;    820.000
1977-07-20;--:--;    890.000
1977-07-21;--:--;    900.000
1977-07-22;--:--;    825.000
1977-07-23;--:--;    825.000
1977-07-24;--:--;    705.000
1977-07-25;--:--;    655.000
1977-07-26;--:--;    615.000
1977-07-27;--:--;    590.000
1977-07-28;--:--;    585.000
1977-07-29;--:--;    565.000
1977-07-30;--:--;    570.000
1977-07-31;--:--;    580.000
1977-08-01;--:--;    585.000
1977-08-02;--:--;    675.000
1977-08-03;--:--;    865.000
1977-08-04;--:--;   1070.000
1977-08-05;--:--;   1430.000
1977-08-06;--:--;   1670.000
1977-08-07;--:--;   1810.000
1977-08-08;--:--;   1590.000
1977-08-09;--:--;   1250.000
1977-08-10;--:--;   1010.000
1977-08-11;--:--;    895.000
1977-08-12;--:--;    815.000
1977-08-13;--:--;    775.000
1977-08-14;--:--;    730.000
1977-08-15;--:--;    680.000
1977-08-16;--:--;    635.000
1977-08-17;--:--;    605.000
1977-08-18;--:--;    565.000
1977-08-19;--:--;    545.000
1977-08-20;--:--;    555.000
1977-08-21;--:--;    835.000
1977-08-22;--:--;   1310.000
1977-08-23;--:--;   1310.000
1977-08-24;--:--;   1820.000
1977-08-25;--:--;   1820.000
1977-08-26;--:--;   1680.000
1977-08-27;--:--;   1500.000
1977-08-28;--:--;   1330.000
1977-08-29;--:--;   1190.000
1977-08-30;--:--;   1210.000
1977-08-31;--:--;   1370.000
1977-09-01;--:--;   1520.000
1977-09-02;--:--;   1660.000
1977-09-03;--:--;   1600.000
1977-09-04;--:--;   1540.000
1977-09-05;--:--;   1470.000
1977-09-06;--:--;   1270.000
1977-09-07;--:--;   1110.000
1977-09-08;--:--;   1000.000
1977-09-09;--:--;    905.000
1977-09-10;--:--;    835.000
1977-09-11;--:--;    775.000
1977-09-12;--:--;    735.000
1977-09-13;--:--;    725.000
1977-09-14;--:--;    690.000
1977-09-15;--:--;    650.000
1977-09-16;--:--;    570.000
1977-09-17;--:--;    520.000
1977-09-18;--:--;    499.000
1977-09-19;--:--;    471.000
1977-09-20;--:--;    450.000
1977-09-21;--:--;    447.000
1977-09-22;--:--;    464.000
1977-09-23;--:--;    464.000
1977-09-24;--:--;    434.000
1977-09-25;--:--;    414.000
1977-09-26;--:--;    424.000
1977-09-27;--:--;    421.000
1977-09-28;--:--;    411.000
1977-09-29;--:--;    398.000
1977-09-30;--:--;    383.000
1977-10-01;--:--;    376.000
1977-10-02;--:--;    367.000
1977-10-03;--:--;    358.000
1977-10-04;--:--;    379.000
1977-10-05;--:--;    358.000
1977-10-06;--:--;    382.000
1977-10-07;--:--;    355.000
1977-10-08;--:--;    349.000
1977-10-09;--:--;    520.000
1977-10-10;--:--;    645.000
1977-10-11;--:--;    600.000
1977-10-12;--:--;    595.000
1977-10-13;--:--;    695.000
1977-10-14;--:--;    705.000
1977-10-15;--:--;    665.000
1977-10-16;--:--;    610.000
1977-10-17;--:--;    580.000
1977-10-18;--:--;    550.000
1977-10-19;--:--;    510.000
1977-10-20;--:--;    477.000
1977-10-21;--:--;    456.000
1977-10-22;--:--;    442.000
1977-10-23;--:--;    442.000
1977-10-24;--:--;    452.000
1977-10-25;--:--;    470.000
1977-10-26;--:--;    540.000
1977-10-27;--:--;    510.000
1977-10-28;--:--;    480.000
1977-10-29;--:--;    459.000
1977-10-30;--:--;    510.000
1977-10-31;--:--;    635.000
1977-11-01;--:--;    660.000
1977-11-02;--:--;    645.000
1977-11-03;--:--;    640.000
1977-11-04;--:--;    630.000
1977-11-05;--:--;    635.000
1977-11-06;--:--;    645.000
1977-11-07;--:--;    640.000
1977-11-08;--:--;    630.000
1977-11-09;--:--;    610.000
1977-11-10;--:--;    595.000
1977-11-11;--:--;    580.000
1977-11-12;--:--;    555.000
1977-11-13;--:--;    530.000
1977-11-14;--:--;    515.000
1977-11-15;--:--;    520.000
1977-11-16;--:--;    530.000
1977-11-17;--:--;    585.000
1977-11-18;--:--;    650.000
1977-11-19;--:--;    700.000
1977-11-20;--:--;    780.000
1977-11-21;--:--;    835.000
1977-11-22;--:--;    835.000
1977-11-23;--:--;    835.000
1977-11-24;--:--;    895.000
1977-11-25;--:--;    885.000
1977-11-26;--:--;    845.000
1977-11-27;--:--;    830.000
1977-11-28;--:--;    825.000
1977-11-29;--:--;    800.000
1977-11-30;--:--;    780.000
1977-12-01;--:--;    755.000
1977-12-02;--:--;    745.000
1977-12-03;--:--;    710.000
1977-12-04;--:--;    670.000
1977-12-05;--:--;    655.000
1977-12-06;--:--;    625.000
1977-12-07;--:--;    605.000
1977-12-08;--:--;    635.000
1977-12-09;--:--;    735.000
1977-12-10;--:--;    775.000
1977-12-11;--:--;    815.000
1977-12-12;--:--;    895.000
1977-12-13;--:--;   1000.000
1977-12-14;--:--;   1220.000
1977-12-15;--:--;   1460.000
1977-12-16;--:--;   1460.000
1977-12-17;--:--;   1400.000
1977-12-18;--:--;   1300.000
1977-12-19;--:--;   1200.000
1977-12-20;--:--;   1080.000
1977-12-21;--:--;   1000.000
1977-12-22;--:--;    940.000
1977-12-23;--:--;    940.000
1977-12-24;--:--;    970.000
1977-12-25;--:--;   1010.000
1977-12-26;--:--;   1050.000
1977-12-27;--:--;   1050.000
1977-12-28;--:--;   1070.000
1977-12-29;--:--;   1130.000
1977-12-30;--:--;   1180.000
1977-12-31;--:--;   1200.000
1978-01-01;--:--;   1310.000
1978-01-02;--:--;   1300.000
1978-01-03;--:--;   1270.000
1978-01-04;--:--;   1220.000
1978-01-05;--:--;   1180.000
1978-01-06;--:--;   1150.000
