# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1973-10-06;--:--;    214.000
1973-10-07;--:--;    217.000
1973-10-08;--:--;    221.000
1973-10-09;--:--;    212.000
1973-10-10;--:--;    249.000
1973-10-11;--:--;    411.000
1973-10-12;--:--;    404.000
1973-10-13;--:--;    369.000
1973-10-14;--:--;    350.000
1973-10-15;--:--;    344.000
1973-10-16;--:--;    341.000
1973-10-17;--:--;    348.000
1973-10-18;--:--;    435.000
1973-10-19;--:--;    476.000
1973-10-20;--:--;    467.000
1973-10-21;--:--;    449.000
1973-10-22;--:--;    431.000
1973-10-23;--:--;    431.000
1973-10-24;--:--;    437.000
1973-10-25;--:--;    437.000
1973-10-26;--:--;    413.000
1973-10-27;--:--;    386.000
1973-10-28;--:--;    349.000
1973-10-29;--:--;    329.000
1973-10-30;--:--;    295.000
1973-10-31;--:--;    307.000
1973-11-01;--:--;    298.000
1973-11-02;--:--;    298.000
1973-11-03;--:--;    280.000
1973-11-04;--:--;    268.000
1973-11-05;--:--;    274.000
1973-11-06;--:--;    274.000
1973-11-07;--:--;    280.000
1973-11-08;--:--;    292.000
1973-11-09;--:--;    288.000
1973-11-10;--:--;    278.000
1973-11-11;--:--;    270.000
1973-11-12;--:--;    266.000
1973-11-13;--:--;    280.000
1973-11-14;--:--;    307.000
1973-11-15;--:--;    314.000
1973-11-16;--:--;    312.000
1973-11-17;--:--;    303.000
1973-11-18;--:--;    314.000
1973-11-19;--:--;    318.000
1973-11-20;--:--;    301.000
1973-11-21;--:--;    298.000
1973-11-22;--:--;    323.000
1973-11-23;--:--;    323.000
1973-11-24;--:--;    323.000
1973-11-25;--:--;    314.000
1973-11-26;--:--;    296.000
1973-11-27;--:--;    288.000
1973-11-28;--:--;    298.000
1973-11-29;--:--;    298.000
1973-11-30;--:--;    303.000
1973-12-01;--:--;    334.000
1973-12-02;--:--;    411.000
1973-12-03;--:--;    464.000
1973-12-04;--:--;    482.000
1973-12-05;--:--;    455.000
1973-12-06;--:--;    437.000
1973-12-07;--:--;    443.000
1973-12-08;--:--;    440.000
1973-12-09;--:--;    443.000
1973-12-10;--:--;    535.000
1973-12-11;--:--;    650.000
1973-12-12;--:--;    620.000
1973-12-13;--:--;    610.000
1973-12-14;--:--;    670.000
1973-12-15;--:--;    700.000
1973-12-16;--:--;    685.000
1973-12-17;--:--;    670.000
1973-12-18;--:--;    650.000
1973-12-19;--:--;    640.000
1973-12-20;--:--;    710.000
1973-12-21;--:--;    775.000
1973-12-22;--:--;    790.000
1973-12-23;--:--;    790.000
1973-12-24;--:--;    865.000
1973-12-25;--:--;    935.000
1973-12-26;--:--;   1000.000
1973-12-27;--:--;   1170.000
1973-12-28;--:--;   1390.000
1973-12-29;--:--;   1620.000
1973-12-30;--:--;   1780.000
1973-12-31;--:--;   1900.000
1974-01-01;--:--;   2230.000
1974-01-02;--:--;   2070.000
1974-01-03;--:--;   1710.000
1974-01-04;--:--;   1440.000
1974-01-05;--:--;   1260.000
1974-01-06;--:--;   1140.000
1974-01-07;--:--;   1060.000
1974-01-08;--:--;   1000.000
1974-01-09;--:--;    995.000
1974-01-10;--:--;   1040.000
1974-01-11;--:--;   1170.000
1974-01-12;--:--;   1340.000
1974-01-13;--:--;   1350.000
1974-01-14;--:--;   1340.000
1974-01-15;--:--;   1360.000
1974-01-16;--:--;   1370.000
1974-01-17;--:--;   1320.000
1974-01-18;--:--;   1270.000
1974-01-19;--:--;   1190.000
1974-01-20;--:--;   1100.000
1974-01-21;--:--;   1020.000
1974-01-22;--:--;    960.000
1974-01-23;--:--;    960.000
1974-01-24;--:--;    860.000
1974-01-25;--:--;    815.000
1974-01-26;--:--;    780.000
1974-01-27;--:--;    765.000
1974-01-28;--:--;    785.000
1974-01-29;--:--;    820.000
1974-01-30;--:--;    890.000
1974-01-31;--:--;    990.000
1974-02-01;--:--;   1030.000
1974-02-02;--:--;   1010.000
1974-02-03;--:--;    980.000
1974-02-04;--:--;    955.000
1974-02-05;--:--;    950.000
1974-02-06;--:--;   1060.000
1974-02-07;--:--;   1330.000
1974-02-08;--:--;   1750.000
1974-02-09;--:--;   2120.000
1974-02-10;--:--;   2260.000
1974-02-11;--:--;   2330.000
1974-02-12;--:--;   2390.000
1974-02-13;--:--;   2390.000
1974-02-14;--:--;   2250.000
1974-02-15;--:--;   2110.000
1974-02-16;--:--;   2000.000
1974-02-17;--:--;   1910.000
1974-02-18;--:--;   1800.000
1974-02-19;--:--;   1670.000
1974-02-20;--:--;   1540.000
1974-02-21;--:--;   1420.000
1974-02-22;--:--;   1340.000
1974-02-23;--:--;   1340.000
1974-02-24;--:--;   1230.000
1974-02-25;--:--;   1180.000
1974-02-26;--:--;   1120.000
1974-02-27;--:--;   1060.000
1974-02-28;--:--;   1020.000
1974-03-01;--:--;   1000.000
1974-03-02;--:--;    995.000
1974-03-03;--:--;   1040.000
1974-03-04;--:--;   1020.000
1974-03-05;--:--;    995.000
1974-03-06;--:--;    950.000
1974-03-07;--:--;    915.000
1974-03-08;--:--;    870.000
1974-03-09;--:--;    835.000
1974-03-10;--:--;    810.000
1974-03-11;--:--;    790.000
1974-03-12;--:--;    765.000
1974-03-13;--:--;    750.000
1974-03-14;--:--;    780.000
1974-03-15;--:--;    810.000
1974-03-16;--:--;    885.000
1974-03-17;--:--;   1050.000
1974-03-18;--:--;   1280.000
1974-03-19;--:--;   1620.000
1974-03-20;--:--;   1800.000
1974-03-21;--:--;   1970.000
1974-03-22;--:--;   2280.000
1974-03-23;--:--;   2280.000
1974-03-24;--:--;   3220.000
1974-03-25;--:--;   3190.000
1974-03-26;--:--;   2950.000
1974-03-27;--:--;   2610.000
1974-03-28;--:--;   2280.000
1974-03-29;--:--;   1970.000
1974-03-30;--:--;   1730.000
1974-03-31;--:--;   1540.000
1974-04-01;--:--;   1390.000
1974-04-02;--:--;   1280.000
1974-04-03;--:--;   1200.000
1974-04-04;--:--;   1150.000
1974-04-05;--:--;   1120.000
1974-04-06;--:--;   1120.000
1974-04-07;--:--;   1140.000
1974-04-08;--:--;   1120.000
1974-04-09;--:--;   1080.000
1974-04-10;--:--;   1040.000
1974-04-11;--:--;   1000.000
1974-04-12;--:--;    945.000
1974-04-13;--:--;    900.000
1974-04-14;--:--;    865.000
1974-04-15;--:--;    820.000
1974-04-16;--:--;    775.000
1974-04-17;--:--;    745.000
1974-04-18;--:--;    735.000
1974-04-19;--:--;    735.000
1974-04-20;--:--;    710.000
1974-04-21;--:--;    685.000
1974-04-22;--:--;    665.000
1974-04-23;--:--;    665.000
1974-04-24;--:--;    630.000
1974-04-25;--:--;    600.000
1974-04-26;--:--;    600.000
1974-04-27;--:--;    585.000
1974-04-28;--:--;    600.000
1974-04-29;--:--;    605.000
1974-04-30;--:--;    585.000
1974-05-01;--:--;    560.000
1974-05-02;--:--;    550.000
1974-05-03;--:--;    535.000
1974-05-04;--:--;    530.000
1974-05-05;--:--;    585.000
1974-05-06;--:--;    680.000
1974-05-07;--:--;    695.000
1974-05-08;--:--;    710.000
1974-05-09;--:--;    835.000
1974-05-10;--:--;    940.000
1974-05-11;--:--;    920.000
1974-05-12;--:--;    890.000
1974-05-13;--:--;    855.000
1974-05-14;--:--;    790.000
1974-05-15;--:--;    745.000
1974-05-16;--:--;    740.000
1974-05-17;--:--;    740.000
1974-05-18;--:--;    715.000
1974-05-19;--:--;    680.000
1974-05-20;--:--;    650.000
1974-05-21;--:--;    615.000
1974-05-22;--:--;    585.000
1974-05-23;--:--;    585.000
1974-05-24;--:--;    555.000
1974-05-25;--:--;    535.000
1974-05-26;--:--;    520.000
1974-05-27;--:--;    520.000
1974-05-28;--:--;    515.000
1974-05-29;--:--;    493.000
1974-05-30;--:--;    479.000
1974-05-31;--:--;    462.000
1974-06-01;--:--;    459.000
1974-06-02;--:--;    444.000
1974-06-03;--:--;    438.000
1974-06-04;--:--;    423.000
1974-06-05;--:--;    438.000
1974-06-06;--:--;    475.000
1974-06-07;--:--;    475.000
1974-06-08;--:--;    450.000
1974-06-09;--:--;    420.000
1974-06-10;--:--;    388.000
1974-06-11;--:--;    372.000
1974-06-12;--:--;    369.000
1974-06-13;--:--;    369.000
1974-06-14;--:--;    369.000
1974-06-15;--:--;    352.000
1974-06-16;--:--;    337.000
1974-06-17;--:--;    327.000
1974-06-18;--:--;    325.000
1974-06-19;--:--;    315.000
1974-06-20;--:--;    310.000
1974-06-21;--:--;    295.000
1974-06-22;--:--;    286.000
1974-06-23;--:--;    286.000
1974-06-24;--:--;    274.000
1974-06-25;--:--;    273.000
1974-06-26;--:--;    282.000
1974-06-27;--:--;    268.000
1974-06-28;--:--;    282.000
1974-06-29;--:--;    310.000
1974-06-30;--:--;    342.000
1974-07-01;--:--;    350.000
1974-07-02;--:--;    337.000
1974-07-03;--:--;    322.000
1974-07-04;--:--;    310.000
1974-07-05;--:--;    310.000
1974-07-06;--:--;    332.000
1974-07-07;--:--;    330.000
1974-07-08;--:--;    315.000
1974-07-09;--:--;    295.000
1974-07-10;--:--;    275.000
1974-07-11;--:--;    266.000
1974-07-12;--:--;    251.000
1974-07-13;--:--;    243.000
1974-07-14;--:--;    225.000
1974-07-15;--:--;    219.000
1974-07-16;--:--;    213.000
1974-07-17;--:--;    204.000
1974-07-18;--:--;    192.000
1974-07-19;--:--;    197.000
1974-07-20;--:--;    195.000
1974-07-21;--:--;    190.000
1974-07-22;--:--;    194.000
1974-07-23;--:--;    194.000
1974-07-24;--:--;    199.000
1974-07-25;--:--;    192.000
1974-07-26;--:--;    194.000
1974-07-27;--:--;    190.000
1974-07-28;--:--;    181.000
1974-07-29;--:--;    180.000
1974-07-30;--:--;    178.000
1974-07-31;--:--;    172.000
1974-08-01;--:--;    167.000
1974-08-02;--:--;    164.000
1974-08-03;--:--;    160.000
1974-08-04;--:--;    156.000
1974-08-05;--:--;    151.000
1974-08-06;--:--;    151.000
1974-08-07;--:--;    157.000
1974-08-08;--:--;    164.000
1974-08-09;--:--;    165.000
1974-08-10;--:--;    156.000
1974-08-11;--:--;    149.000
1974-08-12;--:--;    149.000
1974-08-13;--:--;    149.000
1974-08-14;--:--;    146.000
1974-08-15;--:--;    146.000
1974-08-16;--:--;    142.000
1974-08-17;--:--;    139.000
1974-08-18;--:--;    136.000
1974-08-19;--:--;    135.000
1974-08-20;--:--;    127.000
1974-08-21;--:--;    120.000
1974-08-22;--:--;    118.000
1974-08-23;--:--;    118.000
1974-08-24;--:--;    116.000
1974-08-25;--:--;    112.000
1974-08-26;--:--;    112.000
1974-08-27;--:--;    112.000
1974-08-28;--:--;    112.000
1974-08-29;--:--;    112.000
1974-08-30;--:--;    116.000
1974-08-31;--:--;    118.000
1974-09-01;--:--;    127.000
1974-09-02;--:--;    134.000
1974-09-03;--:--;    142.000
1974-09-04;--:--;    146.000
1974-09-05;--:--;    145.000
1974-09-06;--:--;    157.000
1974-09-07;--:--;    181.000
1974-09-08;--:--;    221.000
1974-09-09;--:--;    215.000
1974-09-10;--:--;    215.000
1974-09-11;--:--;    239.000
1974-09-12;--:--;    235.000
1974-09-13;--:--;    209.000
1974-09-14;--:--;    199.000
1974-09-15;--:--;    188.000
1974-09-16;--:--;    176.000
1974-09-17;--:--;    175.000
1974-09-18;--:--;    195.000
1974-09-19;--:--;    181.000
1974-09-20;--:--;    178.000
1974-09-21;--:--;    190.000
1974-09-22;--:--;    197.000
1974-09-23;--:--;    197.000
1974-09-24;--:--;    227.000
1974-09-25;--:--;    247.000
1974-09-26;--:--;    355.000
1974-09-27;--:--;    388.000
1974-09-28;--:--;    377.000
1974-09-29;--:--;    380.000
1974-09-30;--:--;    405.000
1974-10-01;--:--;    396.000
1974-10-02;--:--;    441.000
1974-10-03;--:--;    453.000
1974-10-04;--:--;    453.000
1974-10-05;--:--;    462.000
1974-10-06;--:--;    453.000
1974-10-07;--:--;    493.000
1974-10-08;--:--;    540.000
1974-10-09;--:--;    640.000
1974-10-10;--:--;    690.000
1974-10-11;--:--;    685.000
1974-10-12;--:--;    670.000
1974-10-13;--:--;    670.000
1974-10-14;--:--;    710.000
1974-10-15;--:--;    710.000
1974-10-16;--:--;    690.000
1974-10-17;--:--;    685.000
1974-10-18;--:--;    660.000
1974-10-19;--:--;    660.000
1974-10-20;--:--;    660.000
1974-10-21;--:--;    715.000
1974-10-22;--:--;    740.000
1974-10-23;--:--;    740.000
1974-10-24;--:--;   1040.000
1974-10-25;--:--;   1310.000
1974-10-26;--:--;   1500.000
1974-10-27;--:--;   1540.000
1974-10-28;--:--;   1460.000
1974-10-29;--:--;   1360.000
1974-10-30;--:--;   1270.000
1974-10-31;--:--;   1190.000
1974-11-01;--:--;   1140.000
1974-11-02;--:--;   1140.000
1974-11-03;--:--;   1160.000
1974-11-04;--:--;   1200.000
1974-11-05;--:--;   1270.000
1974-11-06;--:--;   1260.000
1974-11-07;--:--;   1200.000
1974-11-08;--:--;   1190.000
1974-11-09;--:--;   1240.000
1974-11-10;--:--;   1260.000
1974-11-11;--:--;   1190.000
1974-11-12;--:--;   1120.000
1974-11-13;--:--;   1060.000
1974-11-14;--:--;   1050.000
1974-11-15;--:--;   1060.000
1974-11-16;--:--;   1190.000
1974-11-17;--:--;   1290.000
1974-11-18;--:--;   1420.000
1974-11-19;--:--;   1440.000
1974-11-20;--:--;   1350.000
1974-11-21;--:--;   1280.000
1974-11-22;--:--;   1210.000
1974-11-23;--:--;   1210.000
1974-11-24;--:--;   1340.000
1974-11-25;--:--;   1420.000
1974-11-26;--:--;   1410.000
1974-11-27;--:--;   1380.000
1974-11-28;--:--;   1410.000
1974-11-29;--:--;   1680.000
1974-11-30;--:--;   1820.000
1974-12-01;--:--;   1990.000
1974-12-02;--:--;   2160.000
1974-12-03;--:--;   2310.000
1974-12-04;--:--;   2410.000
1974-12-05;--:--;   2390.000
1974-12-06;--:--;   2290.000
1974-12-07;--:--;   2120.000
1974-12-08;--:--;   1910.000
1974-12-09;--:--;   1710.000
1974-12-10;--:--;   1560.000
1974-12-11;--:--;   1430.000
1974-12-12;--:--;   1350.000
1974-12-13;--:--;   1310.000
1974-12-14;--:--;   1280.000
1974-12-15;--:--;   1280.000
1974-12-16;--:--;   1300.000
1974-12-17;--:--;   1340.000
1974-12-18;--:--;   1410.000
1974-12-19;--:--;   1460.000
1974-12-20;--:--;   1440.000
1974-12-21;--:--;   1420.000
1974-12-22;--:--;   1420.000
1974-12-23;--:--;   1420.000
1974-12-24;--:--;   1330.000
1974-12-25;--:--;   1270.000
1974-12-26;--:--;   1230.000
1974-12-27;--:--;   1200.000
1974-12-28;--:--;   1190.000
1974-12-29;--:--;   1190.000
1974-12-30;--:--;   1200.000
1974-12-31;--:--;   1190.000
1975-01-01;--:--;   1100.000
1975-01-02;--:--;   1090.000
1975-01-03;--:--;   1080.000
1975-01-04;--:--;   1040.000
1975-01-05;--:--;   1000.000
1975-01-06;--:--;    955.000
1975-01-07;--:--;    910.000
1975-01-08;--:--;    865.000
1975-01-09;--:--;    850.000
1975-01-10;--:--;    830.000
1975-01-11;--:--;    815.000
1975-01-12;--:--;    805.000
1975-01-13;--:--;    840.000
1975-01-14;--:--;    865.000
1975-01-15;--:--;    865.000
1975-01-16;--:--;    865.000
1975-01-17;--:--;    955.000
1975-01-18;--:--;   1050.000
1975-01-19;--:--;   1100.000
1975-01-20;--:--;   1190.000
1975-01-21;--:--;   1260.000
1975-01-22;--:--;   1300.000
1975-01-23;--:--;   1300.000
1975-01-24;--:--;   1550.000
1975-01-25;--:--;   1580.000
1975-01-26;--:--;   1580.000
1975-01-27;--:--;   1600.000
1975-01-28;--:--;   1710.000
1975-01-29;--:--;   1850.000
1975-01-30;--:--;   2010.000
1975-01-31;--:--;   2150.000
1975-02-01;--:--;   2280.000
1975-02-02;--:--;   2370.000
1975-02-03;--:--;   2360.000
1975-02-04;--:--;   2310.000
1975-02-05;--:--;   2160.000
1975-02-06;--:--;   1950.000
1975-02-07;--:--;   1760.000
1975-02-08;--:--;   1580.000
1975-02-09;--:--;   1460.000
1975-02-10;--:--;   1340.000
1975-02-11;--:--;   1270.000
1975-02-12;--:--;   1250.000
1975-02-13;--:--;   1280.000
1975-02-14;--:--;   1270.000
1975-02-15;--:--;   1250.000
1975-02-16;--:--;   1250.000
1975-02-17;--:--;   1250.000
1975-02-18;--:--;   1260.000
1975-02-19;--:--;   1270.000
1975-02-20;--:--;   1210.000
1975-02-21;--:--;   1140.000
1975-02-22;--:--;   1070.000
1975-02-23;--:--;   1070.000
1975-02-24;--:--;    960.000
1975-02-25;--:--;    905.000
1975-02-26;--:--;    855.000
1975-02-27;--:--;    830.000
1975-02-28;--:--;    795.000
1975-03-01;--:--;    760.000
1975-03-02;--:--;    765.000
1975-03-03;--:--;    735.000
1975-03-04;--:--;    710.000
1975-03-05;--:--;    710.000
1975-03-06;--:--;    740.000
1975-03-07;--:--;    775.000
1975-03-08;--:--;    870.000
1975-03-09;--:--;   1020.000
1975-03-10;--:--;   1120.000
1975-03-11;--:--;   1130.000
1975-03-12;--:--;   1090.000
1975-03-13;--:--;   1050.000
1975-03-14;--:--;   1010.000
1975-03-15;--:--;    985.000
1975-03-16;--:--;    945.000
1975-03-17;--:--;    910.000
1975-03-18;--:--;    870.000
1975-03-19;--:--;    835.000
1975-03-20;--:--;    840.000
1975-03-21;--:--;    855.000
1975-03-22;--:--;    905.000
1975-03-23;--:--;    905.000
1975-03-24;--:--;   1080.000
1975-03-25;--:--;   1210.000
1975-03-26;--:--;   1330.000
1975-03-27;--:--;   1420.000
1975-03-28;--:--;   1490.000
1975-03-29;--:--;   1520.000
1975-03-30;--:--;   1530.000
1975-03-31;--:--;   1500.000
1975-04-01;--:--;   1460.000
1975-04-02;--:--;   1510.000
1975-04-03;--:--;   1560.000
1975-04-04;--:--;   1560.000
1975-04-05;--:--;   1650.000
1975-04-06;--:--;   1660.000
1975-04-07;--:--;   1610.000
1975-04-08;--:--;   1580.000
1975-04-09;--:--;   1530.000
1975-04-10;--:--;   1460.000
1975-04-11;--:--;   1390.000
1975-04-12;--:--;   1370.000
1975-04-13;--:--;   1360.000
1975-04-14;--:--;   1400.000
1975-04-15;--:--;   1420.000
1975-04-16;--:--;   1430.000
1975-04-17;--:--;   1430.000
1975-04-18;--:--;   1440.000
1975-04-19;--:--;   1440.000
1975-04-20;--:--;   1490.000
1975-04-21;--:--;   1560.000
1975-04-22;--:--;   1550.000
1975-04-23;--:--;   1550.000
1975-04-24;--:--;   1330.000
1975-04-25;--:--;   1230.000
1975-04-26;--:--;   1130.000
1975-04-27;--:--;   1040.000
1975-04-28;--:--;    970.000
1975-04-29;--:--;    905.000
1975-04-30;--:--;    860.000
1975-05-01;--:--;    805.000
1975-05-02;--:--;    765.000
1975-05-03;--:--;    715.000
1975-05-04;--:--;    670.000
1975-05-05;--:--;    650.000
1975-05-06;--:--;    615.000
1975-05-07;--:--;    595.000
1975-05-08;--:--;    620.000
1975-05-09;--:--;    710.000
1975-05-10;--:--;    865.000
1975-05-11;--:--;   1020.000
1975-05-12;--:--;   1090.000
1975-05-13;--:--;   1170.000
1975-05-14;--:--;   1090.000
1975-05-15;--:--;    990.000
1975-05-16;--:--;    910.000
1975-05-17;--:--;    885.000
1975-05-18;--:--;    925.000
1975-05-19;--:--;    915.000
1975-05-20;--:--;    865.000
1975-05-21;--:--;    790.000
1975-05-22;--:--;    740.000
1975-05-23;--:--;    740.000
1975-05-24;--:--;    675.000
1975-05-25;--:--;    640.000
1975-05-26;--:--;    605.000
1975-05-27;--:--;    595.000
1975-05-28;--:--;    610.000
1975-05-29;--:--;    625.000
1975-05-30;--:--;    635.000
1975-05-31;--:--;    665.000
1975-06-01;--:--;    675.000
1975-06-02;--:--;    700.000
1975-06-03;--:--;    715.000
1975-06-04;--:--;    730.000
1975-06-05;--:--;    745.000
1975-06-06;--:--;    735.000
1975-06-07;--:--;    755.000
1975-06-08;--:--;    755.000
1975-06-09;--:--;    700.000
1975-06-10;--:--;    660.000
1975-06-11;--:--;    625.000
1975-06-12;--:--;    585.000
1975-06-13;--:--;    555.000
1975-06-14;--:--;    530.000
1975-06-15;--:--;    494.000
1975-06-16;--:--;    488.000
1975-06-17;--:--;    488.000
1975-06-18;--:--;    505.000
1975-06-19;--:--;    535.000
1975-06-20;--:--;    550.000
1975-06-21;--:--;    525.000
1975-06-22;--:--;    540.000
1975-06-23;--:--;    540.000
1975-06-24;--:--;    555.000
1975-06-25;--:--;    535.000
1975-06-26;--:--;    500.000
1975-06-27;--:--;    485.000
1975-06-28;--:--;    460.000
1975-06-29;--:--;    454.000
1975-06-30;--:--;    448.000
1975-07-01;--:--;    448.000
1975-07-02;--:--;    439.000
1975-07-03;--:--;    454.000
1975-07-04;--:--;    482.000
1975-07-05;--:--;    482.000
1975-07-06;--:--;    485.000
1975-07-07;--:--;    500.000
1975-07-08;--:--;    485.000
1975-07-09;--:--;    469.000
1975-07-10;--:--;    466.000
1975-07-11;--:--;    460.000
1975-07-12;--:--;    463.000
1975-07-13;--:--;    457.000
1975-07-14;--:--;    421.000
1975-07-15;--:--;    403.000
1975-07-16;--:--;    387.000
1975-07-17;--:--;    382.000
1975-07-18;--:--;    382.000
1975-07-19;--:--;    363.000
1975-07-20;--:--;    352.000
1975-07-21;--:--;    337.000
1975-07-22;--:--;    321.000
1975-07-23;--:--;    321.000
1975-07-24;--:--;    297.000
1975-07-25;--:--;    288.000
1975-07-26;--:--;    275.000
